,0,7,13,14,17,33,37,39,40,46,52,53,55,61,63,65,66,70,78,80,81,82,84,87,88,91,95,105,107,133,144,145,146,153,154,155,157,158,159,160,161,163,173,178,181,185,191,246,249,263,267,269,270,276,282,283,285,291,293,295,296,300,308,310,311,312,314,317,318,321,324,334,336,362,373,374,375,380,381,382,384,385,386,387,388,390,398,402,405,409,415,466,label
0,0.5247713923454285,0.4721945822238922,0.524074137210846,0.5241179466247559,0.5242660641670227,0.46978965401649475,0.5142294764518738,0.5040515065193176,0.4965278208255768,0.4594910442829132,0.47484609484672546,0.46586018800735474,0.5036355257034302,0.48590198159217834,0.4622279107570648,0.4871523082256317,0.4860168397426605,0.4553607404232025,0.488918274641037,0.4996402859687805,0.5066785216331482,0.5149405598640442,0.5141603350639343,0.5150543451309204,0.4996601939201355,0.49654483795166016,0.4942699074745178,0.4725167155265808,0.5016164779663086,0.49872952699661255,0.4782179892063141,0.4834526777267456,0.4905461072921753,0.4886726438999176,0.49370038509368896,0.49702879786491394,0.492642343044281,0.486995130777359,0.48169177770614624,0.4764823019504547,0.4732113182544708,0.47470128536224365,0.496774286031723,0.5067694783210754,0.5047991871833801,0.4906092882156372,0.4943177402019501,0.4712922275066376,0.5677159428596497,0.5703663229942322,0.53469318151474,0.5431656837463379,0.5487593412399292,0.5800954103469849,0.5627255439758301,0.5728157758712769,0.531814455986023,0.5562979578971863,0.576602041721344,0.5492708086967468,0.5499732494354248,0.5845166444778442,0.5534826517105103,0.5447589159011841,0.5392183065414429,0.5323461294174194,0.5336517095565796,0.5322789549827576,0.5446786284446716,0.5482853055000305,0.5488367080688477,0.564891517162323,0.5331833958625793,0.539228618144989,0.5611133575439453,0.5554953813552856,0.5527458190917969,0.5499269366264343,0.5445236563682556,0.5409488081932068,0.5460417866706848,0.5520747900009155,0.5577245950698853,0.563230037689209,0.5667003393173218,0.5649552345275879,0.5414057970046997,0.5391442179679871,0.5418773293495178,0.5529338121414185,0.5489306449890137,0.568775475025177,sonrisa
1,0.6774388551712036,0.5861510634422302,0.684651255607605,0.6844590306282043,0.6942508816719055,0.5844026803970337,0.6756417751312256,0.677446186542511,0.6789355874061584,0.5673518180847168,0.5559073686599731,0.5602385401725769,0.5610643029212952,0.680715799331665,0.5550932884216309,0.5554875135421753,0.5486292243003845,0.5640230178833008,0.6813036203384399,0.6828660368919373,0.6835658550262451,0.6842823028564453,0.6937060356140137,0.6841267347335815,0.682904064655304,0.6875743269920349,0.6822614669799805,0.5494675636291504,0.5497755408287048,0.5833672285079956,0.5878739356994629,0.587915301322937,0.6842029094696045,0.5868955254554749,0.5851937532424927,0.5841795802116394,0.5783994197845459,0.5769698023796082,0.5773135423660278,0.5791693925857544,0.581392765045166,0.5871161222457886,0.5812563896179199,0.6834980845451355,0.6912963390350342,0.6798505783081055,0.6821610927581787,0.5830427408218384,0.5814981460571289,0.5792558789253235,0.6750815510749817,0.6761997938156128,0.6774360537528992,0.5592170357704163,0.5493269562721252,0.5524476170539856,0.5593006610870361,0.679187536239624,0.5460554957389832,0.5510860085487366,0.5435100793838501,0.5546810030937195,0.6797904372215271,0.6816608905792236,0.6827456951141357,0.6838522553443909,0.6932507753372192,0.6837229132652283,0.6818103194236755,0.686410129070282,0.6809245944023132,0.5418364405632019,0.5472687482833862,0.581272542476654,0.5840604305267334,0.5844146013259888,0.6828386187553406,0.5836142897605896,0.5823266506195068,0.5818207263946533,0.5752477645874023,0.572919487953186,0.5727431774139404,0.5742149353027344,0.5763257741928101,0.582930326461792,0.5788964033126831,0.6827532649040222,0.6904203295707703,0.678271472454071,0.6807385683059692,0.5779525637626648,sonrisa
,0,7,13,14,17,33,37,39,40,46,52,53,55,61,63,65,66,70,78,80,81,82,84,87,88,91,95,105,107,133,144,145,146,153,154,155,157,158,159,160,161,163,173,178,181,185,191,246,249,263,267,269,270,276,282,283,285,291,293,295,296,300,308,310,311,312,314,317,318,321,324,334,336,362,373,374,375,380,381,382,384,385,386,387,388,390,398,402,405,409,415,466,label
0,0.5226667523384094,0.472493976354599,0.5224974155426025,0.5224822163581848,0.5223132371902466,0.4700724184513092,0.5123644471168518,0.5027195811271667,0.49608904123306274,0.46114638447761536,0.4763472080230713,0.4674602746963501,0.5043136477470398,0.48768341541290283,0.46421384811401367,0.488302081823349,0.4873584508895874,0.4573063850402832,0.49058663845062256,0.5001097321510315,0.5062388181686401,0.5137739181518555,0.5122272968292236,0.5138764977455139,0.5001462697982788,0.4962729811668396,0.49557408690452576,0.4742838442325592,0.5025324821472168,0.49903908371925354,0.4786731004714966,0.4839760363101959,0.4913790225982666,0.48915010690689087,0.49414727091789246,0.4974319040775299,0.4928470253944397,0.487216591835022,0.48193466663360596,0.476750910282135,0.4734507203102112,0.4750771224498749,0.4970378875732422,0.5063577890396118,0.5034471750259399,0.4913330078125,0.4956311285495758,0.47151240706443787,0.5692006349563599,0.57173091173172,0.5328686833381653,0.5422837734222412,0.5485502481460571,0.5816909074783325,0.5643534660339355,0.5744386911392212,0.5331928133964539,0.5567246675491333,0.5781291723251343,0.550833523273468,0.5515872240066528,0.5859343409538269,0.5538215041160583,0.5444886088371277,0.5385161638259888,0.5312135815620422,0.5324467420578003,0.5310600996017456,0.54437255859375,0.5483984351158142,0.5488601326942444,0.5664826035499573,0.5346956253051758,0.5402936339378357,0.562764585018158,0.5571339726448059,0.5531531572341919,0.551446795463562,0.5458809733390808,0.5421661138534546,0.5469770431518555,0.5530533194541931,0.5587985515594482,0.5644201040267944,0.5679751038551331,0.566534698009491,0.5424176454544067,0.5383747816085815,0.5413960218429565,0.5531865954399109,0.5489873886108398,0.5701002478599548,sonrisa
1,0.6760587096214294,0.5861402153968811,0.6852410435676575,0.6849710941314697,0.6977176070213318,0.5840783715248108,0.6739518046379089,0.675534725189209,0.6771931648254395,0.5648788213729858,0.5538272261619568,0.5576330423355103,0.5604342222213745,0.6797645688056946,0.5519734621047974,0.5541130304336548,0.5468152761459351,0.5609220266342163,0.6804330348968506,0.6823920607566833,0.6834890842437744,0.6846096515655518,0.6968464851379395,0.6844611763954163,0.682572066783905,0.6887223124504089,0.681625247001648,0.5468517541885376,0.5486860871315002,0.5832532644271851,0.5879907608032227,0.5878639221191406,0.6842499375343323,0.5866537690162659,0.5848816633224487,0.5839647650718689,0.5773500204086304,0.5753433108329773,0.5755102038383484,0.5776044130325317,0.5803132653236389,0.5872460007667542,0.5808455348014832,0.6835377812385559,0.693601131439209,0.6784293055534363,0.6813987493515015,0.5823960900306702,0.580618679523468,0.5783436298370361,0.6736170053482056,0.6749594807624817,0.6763886213302612,0.5576938986778259,0.5477505922317505,0.5507993102073669,0.5582751035690308,0.6786831617355347,0.5441870093345642,0.5497394800186157,0.5417816042900085,0.5531783699989319,0.6794611811637878,0.681727945804596,0.6830756664276123,0.6843873262405396,0.6966652870178223,0.6842371225357056,0.6820434331893921,0.6881142854690552,0.6809036731719971,0.5398784279823303,0.5456428527832031,0.5807132720947266,0.5833600163459778,0.5839326977729797,0.6833580732345581,0.5832716226577759,0.5819708108901978,0.5813664197921753,0.5748866200447083,0.5727261304855347,0.5724656581878662,0.5737362504005432,0.5756469964981079,0.5820903182029724,0.5783182382583618,0.6831789016723633,0.6932373046875,0.6774204969406128,0.6805746555328369,0.5771303772926331,sonrisa
,0,7,13,14,17,33,37,39,40,46,52,53,55,61,63,65,66,70,78,80,81,82,84,87,88,91,95,105,107,133,144,145,146,153,154,155,157,158,159,160,161,163,173,178,181,185,191,246,249,263,267,269,270,276,282,283,285,291,293,295,296,300,308,310,311,312,314,317,318,321,324,334,336,362,373,374,375,380,381,382,384,385,386,387,388,390,398,402,405,409,415,466,label
0,0.5185704827308655,0.4735390245914459,0.5189085602760315,0.5190203189849854,0.5190168023109436,0.4712086021900177,0.5085040926933289,0.4995458424091339,0.49350863695144653,0.4614105820655823,0.47641393542289734,0.46758347749710083,0.5045202970504761,0.48592260479927063,0.46432197093963623,0.48839566111564636,0.4874691367149353,0.4576159715652466,0.488800048828125,0.4977702796459198,0.5034521818161011,0.5105556845664978,0.5093645453453064,0.5107635259628296,0.4979265630245209,0.4942614734172821,0.4936428666114807,0.47436395287513733,0.5027133226394653,0.49982303380966187,0.4794258773326874,0.4846155345439911,0.4896068572998047,0.4897918701171875,0.49485453963279724,0.49819016456604004,0.4936336278915405,0.48796936869621277,0.4827466309070587,0.47768154740333557,0.4744907021522522,0.4759918451309204,0.4978412389755249,0.503654956817627,0.5010179281234741,0.48919814825057983,0.49366089701652527,0.4726141095161438,0.5692334175109863,0.5718479156494141,0.529110312461853,0.5393633246421814,0.5464046597480774,0.5820502638816833,0.564643144607544,0.5747618079185486,0.5332052707672119,0.5559588074684143,0.5786595344543457,0.5510160326957703,0.5519142150878906,0.5865130424499512,0.5530420541763306,0.5425647497177124,0.5358688831329346,0.528006374835968,0.5293317437171936,0.5279256701469421,0.5424238443374634,0.5463345050811768,0.547527015209198,0.56695157289505,0.5348631739616394,0.5402826070785522,0.5626091361045837,0.5568971633911133,0.5517815947532654,0.5512216091156006,0.5457262992858887,0.5420896410942078,0.5468883514404297,0.5529539585113525,0.5587295293807983,0.564408540725708,0.5680045485496521,0.5664816498756409,0.542386531829834,0.5357612371444702,0.5386762619018555,0.5518336892127991,0.5477560758590698,0.5701589584350586,sonrisa
1,0.6769239902496338,0.5856394171714783,0.685999870300293,0.6855665445327759,0.6980080604553223,0.5837379693984985,0.674611508846283,0.6760295629501343,0.6775545477867126,0.5639641284942627,0.5532439947128296,0.5569055080413818,0.5599004626274109,0.6798898577690125,0.5510919094085693,0.5535747408866882,0.5462734699249268,0.55986487865448,0.6805393695831299,0.6827411651611328,0.6839300394058228,0.6851754188537598,0.6968933343887329,0.6848646998405457,0.6828574538230896,0.6888400912284851,0.6818721294403076,0.5461826324462891,0.548143744468689,0.5826165080070496,0.5874103903770447,0.5873099565505981,0.6843956708908081,0.5860598683357239,0.5842365026473999,0.5833000540733337,0.57738196849823,0.5757905840873718,0.5761491060256958,0.5781286358833313,0.5805126428604126,0.5866766571998596,0.5804243087768555,0.6838511824607849,0.6936678886413574,0.6786941885948181,0.6816572546958923,0.5823081731796265,0.5809612274169922,0.5787121057510376,0.6746658086776733,0.6763371229171753,0.677900493144989,0.5586970448493958,0.5480030179023743,0.551480233669281,0.5578505992889404,0.6801062226295471,0.5450595617294312,0.5495314002037048,0.5416629910469055,0.5544164180755615,0.6807644963264465,0.6830058097839355,0.6842166185379028,0.685329020023346,0.6972270011901855,0.6850757598876953,0.6833139061927795,0.6894040703773499,0.6822552680969238,0.540296196937561,0.5451805591583252,0.5809687972068787,0.5836362838745117,0.5841385126113892,0.6847754716873169,0.583473265171051,0.5821998715400696,0.5816166400909424,0.5750489234924316,0.5728470087051392,0.5726242065429688,0.5739926695823669,0.5759746432304382,0.5824060440063477,0.5785622596740723,0.6842672228813171,0.69419264793396,0.6789580583572388,0.6818878054618835,0.5774954557418823,sonrisa
,0,7,13,14,17,33,37,39,40,46,52,53,55,61,63,65,66,70,78,80,81,82,84,87,88,91,95,105,107,133,144,145,146,153,154,155,157,158,159,160,161,163,173,178,181,185,191,246,249,263,267,269,270,276,282,283,285,291,293,295,296,300,308,310,311,312,314,317,318,321,324,334,336,362,373,374,375,380,381,382,384,385,386,387,388,390,398,402,405,409,415,466,label
